n,m,Service_shape,"MSE, Service Rate",CovProb,Width,Asymptotic variance,Average CPU Time,theta_opt
500,500,1.0,[0.00011676],[0.729],0.024883020068908447,4.084356592930779e-05,7.903641705274583,1.2
500,500,0.8,[0.00042411],[0.638],0.04375707831493814,0.00012646431042405174,7.8516036252975505,[1.4586174]
0,0,0.0,0,0,0.0,0.0,0.0,[1.83338809]
0,0,0.0,0,0,0.0,0.0,0.0,[2.44948378]
0,0,0.0,0,0,0.0,0.0,0.0,[3.80120875]
