n,m,Service_shape,"MSE, Service Rate",CovProb,Width,Asymptotic variance,Average CPU Time,theta_opt
500,500,1.0,[0.00025977],[0.154],0.009991781800181827,6.597608938942765e-06,7.987458399057386,1.2
0,0,0.0,0,0,0.0,0.0,0.0,[1.45250727]
0,0,0.0,0,0,0.0,0.0,0.0,[1.82327773]
0,0,0.0,0,0,0.0,0.0,0.0,[2.40735589]
0,0,0.0,0,0,0.0,0.0,0.0,[3.71400952]
