n,m,Service_shape,"MSE, Service Rate",CovProb,Width,Asymptotic variance,Average CPU Time,theta_opt
500,500,0.2,[7.03726209],[0.],0.4305733267839658,0.012775520228082345,7.985481698513033,1.2
0,0,0.0,0,0,0.0,0.0,0.0,[3.83565839]
0,0,0.0,0,0,0.0,0.0,0.0,0
0,0,0.0,0,0,0.0,0.0,0.0,0
0,0,0.0,0,0,0.0,0.0,0.0,0
