n,m,Service_shape,"MSE, Service Rate",CovProb,Width,Asymptotic variance,Average CPU Time,theta_opt
500,500,1.0,[0.000302],[0.683],0.04057938363316749,0.00010834267081212277,7.894247160196295,1.2
500,500,0.8,[0.00014746],[0.979],0.057615478270836316,0.00021814843708264843,7.912746660947794,[1.46187293]
0,0,0.0,0,0,0.0,0.0,0.0,[1.83140643]
0,0,0.0,0,0,0.0,0.0,0.0,[2.44222453]
0,0,0.0,0,0,0.0,0.0,0.0,[3.80095735]
