n,m,Service_shape,"MSE, Service Rate",CovProb,Width,Asymptotic variance,Average CPU Time,theta_opt
500,500,0.4,[0.00170979],[1.],0.20576287318958117,0.0028187807847448996,8.545534529685975,[2.42651262]
500,500,0.2,[0.01745525],[1.],0.708098317829471,0.03389756167593038,8.444743971824646,[3.71033666]
0,0,0.0,0,0,0.0,0.0,0.0,0
0,0,0.0,0,0,0.0,0.0,0.0,0
0,0,0.0,0,0,0.0,0.0,0.0,0
