n,m,Service_shape,"MSE, Service Rate",CovProb,Width,Asymptotic variance,Average CPU Time,theta_opt
500,500,1.0,[0.00013455],[0.533],0.015934385457215452,1.679510803107108e-05,8.01659916257858,1.2
500,500,0.8,[0.00032828],[0.564],0.030997766172710425,6.347394423825801e-05,7.929285950899119,[1.46051315]
0,0,0.0,0,0,0.0,0.0,0.0,[1.81989034]
0,0,0.0,0,0,0.0,0.0,0.0,[2.41238624]
0,0,0.0,0,0,0.0,0.0,0.0,[3.76103384]
