n,m,Service_shape,"MSE, Service Rate",CovProb,Width,Asymptotic variance,Average CPU Time,theta_opt
500,500,0.2,[0.00074023],[1.],0.6078790318414703,0.025233116184529142,7.774176199436189,[3.77790887]
0,0,0.0,0,0,0.0,0.0,0.0,0
0,0,0.0,0,0,0.0,0.0,0.0,0
0,0,0.0,0,0,0.0,0.0,0.0,0
0,0,0.0,0,0,0.0,0.0,0.0,0
