n,m,Service_shape,"MSE, Service Rate",CovProb,Width,Asymptotic variance,Average CPU Time,theta_opt
500,500,0.4,[0.0003309],[1.],0.208692379258064,0.0029298506320542673,8.81026217699051,[2.41474919]
500,500,0.2,[0.00416218],[1.],1.118378871935057,0.08778318149354397,8.731063559055329,[3.7046146]
0,0,0.0,0,0,0.0,0.0,0.0,0
0,0,0.0,0,0,0.0,0.0,0.0,0
0,0,0.0,0,0,0.0,0.0,0.0,0
