n,m,"MSE, phi","MSE, kappa","MSE, sigma",CovProb,Average CPU Time
100,10,0.0021214939123505366,0.05765286292819247,0.007987111257601619,0.5100000000000002,4.1389901638031
100,50,0.0026878311357545915,0.01163577218802626,0.007349740577631638,0.9000000000000006,4.31331602334976
100,100,0.0,0.0,0.0,0.0,0.0
100,500,0.0,0.0,0.0,0.0,0.0
100,1000,0.0,0.0,0.0,0.0,0.0
