n,m,"MSE, phi","MSE, kappa","MSE, sigma",CovProb,Average CPU Time
100,10,0.0021214939123505366,0.05765286292819247,0.007987111257601619,0.5100000000000002,4.1389901638031
100,50,0.0026878311357545915,0.01163577218802626,0.007349740577631638,0.9000000000000006,4.31331602334976
100,100,0.0029752378951331156,0.006286251266227473,0.007442657189748899,0.9600000000000006,4.574397246837616
100,500,0.0030222415736866496,0.003467741572516437,0.0066679579038881045,0.9900000000000007,22.55240445137023
100,1000,0.0,0.0,0.0,0.0,0.0
