n,m,Service_shape,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Average CPU Time,theta_opt
10,10,0.8,4.363145916925915,7.679654442884688,0.1,4.993009638786315,[3.02624387 0.99271301]
50,50,0.8,0.0251714512814363,0.17162607895929113,0.0,5.217551493644714,[3.02624387 0.99271301]
0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0.0,0
0,0,0.0,0.0,0.0,0.0,0.0,0
