N,m,"CovProb, Credible Set","Width, Credible Set, Service Rate","Width, Credible Set, Arrival Rate",average cpu time
9000,10,0.0,0.3291101334584675,0.5733136343805478,66.99130082130432
9000,50,1.0,0.12683697083484846,0.4964392199720231,66.68392539024353
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
