N,m,"CovProb, Credible Set","Width, Credible Set, Service Rate","Width, Credible Set, Arrival Rate",average cpu time
9000,10,0.0,0.3291101334584675,0.5733136343805478,66.99130082130432
9000,50,1.0,0.12683697083484846,0.4964392199720231,66.68392539024353
9000,100,0.0,0.26777400295059817,0.5133210030636556,66.96748399734497
9000,500,1.0,0.2228522932839866,0.5382656602294696,70.53379821777344
0,0,0.0,0.0,0.0,0.0
