N,m,"CovProb, Credible Set","Width, Credible Set, Service Rate","Width, Credible Set, Arrival Rate",average cpu time
9000,10,0.0,0.62181982143425,0.5892608089525679,66.00112646818161
9000,100,1.0000000000000007,0.18946085160864432,0.6504546901343748,65.88510427713393
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
