n,m,"MSE, phi","MSE, kappa","MSE, sigma",CovProb,Average CPU Time
100,10,0.0016004852921870732,0.0466500574488374,0.004976965617560433,0.5000000000000002,4.165199949741363
100,50,0.0,0.0,0.0,0.0,0.0
100,100,0.0,0.0,0.0,0.0,0.0
100,500,0.0,0.0,0.0,0.0,0.0
100,1000,0.0,0.0,0.0,0.0,0.0
