n,m,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Average CPU Time
10,10,0.010916757797736938,0.1591673524104516,0.9990000000000008,2.339043434143069
50,50,0.0010060512522199261,0.01458938767343216,1.0000000000000007,3.0252514317035684
100,100,0.0018685346471239755,0.004939357231610162,1.0000000000000007,3.739938620090489
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
