n,m,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Average CPU Time
500,500,0.0007095206979951211,0.011195321529282397,1.0000000000000007,15.148547556638704
1000,1000,0.0004059336321170343,9.116143819424778e-05,1.0000000000000007,35.70190919971466
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
