n,m,epsilon,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Average CPU Time
1000,1000,0,0.19046076800645892,0.09320033925291725,0,24.975755929946903
1000,1000,0,0.2221812033649645,0.09973641376458998,0,25.176258659362794
1000,1000,0,0.2207174926523384,0.09888483172331668,0,25.126646208763123
1000,1000,0,0.2266576478827825,0.10171425110449302,0,25.18527517318726
1000,1000,0,0.24380138762437528,0.11091481414838968,0,25.264159369468686
