n,m,epsilon,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Average CPU Time
1000,1000,0,0.19046076800645892,0.09320033925291725,0,24.975755929946903
1000,1000,0,0.2221812033649645,0.09973641376458998,0,25.176258659362794
0,0,0,0.0,0.0,0,0.0
0,0,0,0.0,0.0,0,0.0
0,0,0,0.0,0.0,0,0.0
