n,m,"MSE, phi","MSE, kappa","MSE, sigma",CovProb,Average CPU Time
100,10,0.004490519351110793,0.0070638223328996766,0.002016645560977395,0.4300000000000002,4.213734555244446
100,50,0.0,0.0,0.0,0.0,0.0
100,100,0.0,0.0,0.0,0.0,0.0
100,500,0.0,0.0,0.0,0.0,0.0
100,1000,0.0,0.0,0.0,0.0,0.0
