n,m,"MSE, phi","MSE, kappa","MSE, sigma",CovProb,Average CPU Time
100,10,0.004490519351110793,0.0070638223328996766,0.002016645560977395,0.4300000000000002,4.213734555244446
100,50,0.0026356239972951407,0.0016291601805721952,0.0012389256014505837,0.17,4.416978228092192
100,100,0.0,0.0,0.0,0.0,0.0
100,500,0.0,0.0,0.0,0.0,0.0
100,1000,0.0,0.0,0.0,0.0,0.0
