n,m,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Average CPU Time
10,10,0.06694341672497724,143.89929969918296,0.001,1.7484401285648346
50,50,0.10722463749696308,4.256058065827808,0.001,1.8568926944732667
100,100,0.17352485831043904,15.341276261969023,0.0,1.9138728585243232
500,500,0.003373944540866726,0.006470183714669815,1.0000000000000007,2.459749016046521
0,0,0.0,0.0,0.0,0.0
