n,m,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Average CPU Time
10,10,0.27129651606539035,9.071433439722725,0,5.125211834907531
50,50,0.0010771708268443904,0.008549812305289436,0,5.092071509361268
100,100,0.0010858818037547545,0.004793793886652821,0,5.216258001327515
500,500,0.0002531836597483584,0.003569294360602959,0,6.439137625694276
1000,1000,2.4373819291240087e-06,0.0052300662280500435,0,7.781697487831116
