n,m,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Average CPU Time
10,10,0.009039180057223335,1.086117860239357,0.9999999999999999,2.796139812469482
50,50,0.0025419754524057077,0.002519538357761141,0.9999999999999999,3.008018660545349
100,100,0.00020929531850751956,0.02048477767412255,0.9999999999999999,2.9398105621337893
0,0,0.0,0.0,0.0,0.0
0,0,0.0,0.0,0.0,0.0
