n,m,Service_shape,"MSE, Service Rate",CovProb,Width,Asymptotic variance,Average CPU Time,theta_opt
10,10,1,[0.20221203],[0.959],0.5071825449865685,,2.3407778754234307,1.2
0,0,0,0,0,0.0,0.0,0.0,1.2
0,0,0,0,0,0.0,0.0,0.0,1.2
0,0,0,0,0,0.0,0.0,0.0,1.2
0,0,0,0,0,0.0,0.0,0.0,1.2
