n,m,Service_shape,"MSE, Service Rate",CovProb,Width,Asymptotic variance,Average CPU Time,theta_opt
50,50,1,[0.00148082],[0.986],0.2057845862636195,0.002840529356488116,2.106330635547637,1.2
0,0,0,0,0,0.0,0.0,0.0,1.2
0,0,0,0,0,0.0,0.0,0.0,1.2
0,0,0,0,0,0.0,0.0,0.0,1.2
0,0,0,0,0,0.0,0.0,0.0,1.2
