n,m,epsilon,"MSE, Service Rate","MSE, Arrival Rate",Average CPU Time
1000,1000,0,0.07056893340982724,0.023533223880998582,5.475977833271027
1000,1000,0,0.06436150929723931,0.022539739711316537,6.50499139547348
1000,1000,0,0.33218280282125584,0.11821706671744839,5.629063625335694
1000,1000,0,0.26953454557534356,0.13452640555113743,5.388829674720764
1000,1000,0,0.0582749482268576,0.028780529066255618,7.912520942687987
