n,m,Service_shape,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Average CPU Time,theta_opt
2,1000,0.8,8.91400987663558,9.924227301419656,0,7.71557833862305,[2.77831745 0.79381932]
10,1000,0.8,4.0902772059725745,3.224218486427956,0,7.711790187835702,[2.77831745 0.79381932]
50,1000,0.8,1.2128158765364747,0.8212855596076148,0,7.629218014478686,[2.77831745 0.79381932]
0,0,0.0,0.0,0.0,0,0.0,0
0,0,0.0,0.0,0.0,0,0.0,0
