n,m,Service_shape,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Average CPU Time,theta_opt
1000,1000,1.0,6.910489663645113,28.884237469006056,0.0,8.283707321166991,[2.5 1. ]
1000,1000,0.8,0.0028310490566532545,0.00020866494426623132,1.0000000000000007,8.06360158276557,[6.38735704 5.3882037 ]
0,0,0.0,0.0,0.0,0.0,0.0,[7.64019481 4.32533714]
0,0,0.0,0.0,0.0,0.0,0.0,[8.63026835 2.69365623]
0,0,0.0,0.0,0.0,0.0,0.0,[9.15332346 1.08734031]
