n,m,Service_shape,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Width,Height,Average CPU Time,theta_opt
1000,5000,1.0,0.025524149116596055,0.011357467959732333,0.9900000000000007,0.04398902372497283,1.831275306469279,20.449950988292695,[2.5 1. ]
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[2.89064373 0.88015563]
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[4.7834437  1.47722309]
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[7.98027597 2.05510379]
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[9.22077762 0.80629162]
