n,m,Service_shape,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Width,Height,Average CPU Time,theta_opt
1000,1000,1.0,0.029527629441541588,0.012212999485243462,1.0000000000000007,0.053151056647080745,2.613745209615078,7.923681566715239,[2.5 1. ]
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[3.23920717 1.11685294]
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[4.81271437 1.47508617]
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[7.9079569  2.08582856]
0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[9.26040699 0.79099712]
