n,m,Service_shape,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Average CPU Time,theta_opt
1000,1000,0.2,0.0006893327503250267,0.0036512373502792118,0,8.260386018991472,[9.3442965  1.03345667]
0,0,0.0,0.0,0.0,0,0.0,0
0,0,0.0,0.0,0.0,0,0.0,0
0,0,0.0,0.0,0.0,0,0.0,0
0,0,0.0,0.0,0.0,0,0.0,0
