n,m,Service_shape,number of epochs,"MSE, Service Rate","MSE, Arrival Rate","CovProb, Expected Score Estimate",Average CPU Time,theta_opt
2,1000,0.8,2500,9.70673856165663,8.401278440858214,0,17.999667930603025,[2.83172241 0.83400119]
10,1000,0.8,2000,1.8241469808447373,1.2495073767496472,0,14.922105588912958,[2.83172241 0.83400119]
50,1000,0.8,1500,0.43598302919403686,0.29328630649190035,0,12.414576578140265,[2.83172241 0.83400119]
0,0,0.0,0,0.0,0.0,0,0.0,0
0,0,0.0,0,0.0,0.0,0,0.0,0
