N,m,number of empty set,"CovProb, Eligibility Set","Width, Eligibility Set",CPU time
1000,10,0,1.0000000000000007,0.41564259301210915,3.061710961580277
1000,50,0,1.0000000000000007,0.19168655626034667,3.085267741918566
1000,100,0,1.0000000000000007,0.13267296842792653,3.097114145517351
1000,500,0,0.9980000000000008,0.05011285679253495,3.123193242311482
1000,1000,0,0.9980000000000008,0.03993435760538472,3.1187561120986933
